Furnace_temperature;Exist_temperature;Annealing_temperature;Thickness;Width;Sulfur_content;Copper_content;Nickel_content;Chromium_content;Molybdenum_content;Vanadium_content;Niobium_content;Total_Al_content;Acid_soluble_Al_content;Titanium_content;Boron_content;Tin_content;Arsenic_content;Zirconium_content;Calcium_content;Lead_content;Ceq;Pcm;Antimony_content;Nitrogen_content;Oxygen_content;Tungsten_content;yield-strength;tensile-strength;elongation
1204;932;714;5.0;1239;0.0088;0.015;0.0075;0.0118;0.0021;0.0001;0.0074;0.0268;0.0227;0.0329;0.0014;0.0007;0.0024;0.0002;0.0003;0.0001;0.0171;0.0151;0.0001;0.001;0.003;0.0;209;308;54.0
1250;843;578;2.3;1180;0.0065;0.0143;0.0049;0.0152;0.0014;0.0004;0.001;0.03;0.0264;0.0013;0.0003;0.0011;0.003;0.0021;0.0008;0.0001;0.2176;0.174;0.0006;0.0;0.0;0.0;385;491;39.0
1228;884;626;3.5;1350;0.0109;0.0123;0.0045;0.0146;0.0017;0.0004;0.0001;0.0345;0.0328;0.02;0.0011;0.0027;0.0025;0.001;0.0007;0.0011;0.1877;0.1502;0.0004;0.003;0.0;0.0;363;465;36.0
1196;833;591;2.0;865;0.0043;0.0104;0.0068;0.0167;0.001;0.0001;0.0302;0.0309;0.0258;0.0147;0.0;0.0027;0.0023;0.0015;0.0006;0.0012;0.2;0.11;0.0001;0.003;0.0;0.0;409;463;27.5
1204;883;621;2.0;1230;0.0114;0.0152;0.0073;0.0145;0.0025;0.0001;0.0002;0.0312;0.0303;0.0002;0.0011;0.0016;0.0023;0.0005;0.0003;0.0001;0.0732;0.0555;0.0001;0.002;0.002;0.0;277;348;42.5
1175;887;698;2.75;945;0.006;0.0138;0.0051;0.0166;0.0003;0.0004;0.0001;0.038;0.0373;0.0001;0.0016;0.0024;0.0035;0.0008;0.0007;0.0014;0.08;0.06;0.0001;0.002;0.003;0.0;184;283;51.0
1203;822;487;10.5;1250;0.0034;0.0116;0.0042;0.012;0.0001;0.0008;0.0019;0.0309;0.0288;0.0312;0.0002;0.0013;0.0029;0.0036;0.0007;0.0001;0.2896;0.1888;0.001;0.004;0.0;0.0;435;543;25.5
1224;845;553;5.0;1470;0.0023;0.2802;0.0781;0.4789;0.0037;0.0024;0.0007;0.0248;0.0225;0.0057;0.0003;0.003;0.0026;0.0008;0.0008;0.0001;0.2701;0.1534;0.0001;0.0;0.0;0.0;411;516;33.5
1229;842;587;3.75;1370;0.0067;0.0158;0.0122;0.0229;0.0031;0.0008;0.0003;0.0294;0.028;0.0555;0.0;0.0021;0.0028;0.0019;0.0007;0.0024;0.2166;0.119;0.0011;0.003;0.0;0.0;524;576;33.0
1212;920;638;3.5;950;0.0129;0.0169;0.006;0.0165;0.0017;0.0015;0.0021;0.0204;0.0155;0.0511;0.0001;0.0027;0.003;0.0023;0.0006;0.0002;0.07;0.02;0.0003;0.002;0.004;0.0;261;363;28.0
1173;858;630;2.0;1219;0.0063;0.0126;0.0102;0.0176;0.0009;0.0004;0.0012;0.0458;0.0438;0.0002;0.0014;0.0007;0.0027;0.0011;0.0006;0.0009;0.08;0.06;0.0001;0.001;0.003;0.0;196;303;45.5
1107;876;692;2.61;1200;0.0026;0.0072;0.007;0.0134;0.0045;0.0001;0.0004;0.2504;0.2504;0.0003;0.0001;0.0012;0.0021;0.0006;0.0003;0.002;0.07;0.03;0.0005;0.002;0.001;0.0;217;342;45.5
1174;841;579;3.0;1500;0.0072;0.0101;0.0041;0.011;0.0023;0.0001;0.0001;0.0363;0.0338;0.0003;0.0001;0.0003;0.0023;0.0005;0.0003;0.0001;0.1898;0.1434;0.0001;0.003;0.0;0.0;310;423;42.0
1131;865;654;2.75;1040;0.0043;0.0075;0.0048;0.0124;0.001;0.0001;0.0013;0.2442;0.2434;0.0005;0.0002;0.0023;0.002;0.0001;0.0002;0.0001;0.05;0.05;0.0018;0.001;0.003;0.0;252;397;40.0
1239;845;588;3.0;1300;0.0015;0.0119;0.0063;0.0148;0.0048;0.0001;0.0012;0.0377;0.0356;0.0009;0.0001;0.0011;0.0028;0.0011;0.0003;0.0001;0.2279;0.121;0.0006;0.004;0.0;0.0;362;445;40.0
1214;862;624;2.0;1212;0.0088;0.0181;0.0063;0.0233;0.0033;0.0006;0.0004;0.0339;0.0292;0.0003;0.0012;0.0011;0.0027;0.0007;0.0003;0.0001;0.0809;0.0593;0.0003;0.002;0.002;0.0;287;338;47.0
1207;888;610;2.5;1040;0.0006;0.011;0.0061;0.0131;0.0033;0.0001;0.0001;0.0212;0.0208;0.0021;0.0002;0.0011;0.0029;0.001;0.0006;0.0007;0.848;0.7377;0.0001;0.005;0.001;0.0;539;930;25.5
1220;856;579;2.75;1200;0.0062;0.0115;0.004;0.01;0.001;0.0001;0.0002;0.0286;0.0267;0.0018;0.0002;0.0007;0.0027;0.0012;0.0007;0.0005;0.2273;0.1829;0.0007;0.006;0.0;0.0;370;500;51.0
1203;890;677;2.5;1100;0.0133;0.0243;0.0114;0.0156;0.0018;0.0002;0.0004;0.0402;0.0369;0.0002;0.0015;0.0016;0.0039;0.0009;0.0006;0.0008;0.08;0.06;0.0001;0.002;0.002;0.0;238;333;51.5
1188;842;592;3.75;1300;0.0085;0.0079;0.006;0.0091;0.0018;0.0001;0.0014;0.0286;0.0232;0.0003;0.0;0.0008;0.0026;0.0005;0.0012;0.0001;0.1623;0.1144;0.0002;0.005;0.0;0.0;358;424;40.0
1202;848;517;4.0;1505;0.0071;0.0102;0.0062;0.0128;0.0009;0.0001;0.0001;0.0387;0.0371;0.0004;0.0001;0.0009;0.0026;0.0018;0.0007;0.0001;0.2177;0.1712;0.0002;0.004;0.0;0.0;359;465;36.0
1206;837;501;3.5;1265;0.0014;0.0119;0.0067;0.0134;0.0028;0.0001;0.056;0.0302;0.0285;0.0317;0.0;0.001;0.0034;0.0018;0.0022;0.0002;0.3264;0.1556;0.0015;0.004;0.0;0.0;602;624;25.0
1217;862;586;2.5;1250;0.0038;0.0121;0.0056;0.0138;0.0041;0.0001;0.015;0.0339;0.0297;0.0012;0.0001;0.0009;0.0027;0.0011;0.0004;0.0001;0.2065;0.1059;0.0006;0.003;0.0;0.0;447;509;34.0
1212;852;550;4.0;1150;0.0162;0.0094;0.0047;0.0114;0.0001;0.0007;0.0001;0.0222;0.0179;0.0004;0.0002;0.0026;0.0026;0.0007;0.0006;0.0005;0.11;0.08;0.0001;0.0;0.0;0.0;297;387;41.5
1206;845;592;2.4;1205;0.0049;0.0099;0.005;0.0122;0.0029;0.0001;0.0007;0.0334;0.0321;0.0013;0.0002;0.0041;0.0025;0.0011;0.0003;0.0003;0.3427;0.2389;0.0005;0.0;0.0;0.0;438;560;29.5
1193;898;682;3.7;1241;0.0084;0.0134;0.0083;0.0117;0.0027;0.0003;0.0002;0.0353;0.0341;0.0003;0.0014;0.0019;0.0025;0.0005;0.0003;0.0002;0.0456;0.0339;0.0003;0.001;0.002;0.0;162;280;46.5
1194;914;721;3.5;1211;0.0076;0.0129;0.0068;0.0101;0.0024;0.0001;0.0084;0.0315;0.0266;0.0314;0.0015;0.0015;0.0026;0.0003;0.0003;0.0001;0.0164;0.0146;0.0003;0.002;0.003;0.0;207;303;46.5
1174;869;572;2.8;1263;0.0135;0.0137;0.0065;0.0152;0.001;0.0001;0.0001;0.0281;0.0226;0.0004;0.0001;0.0007;0.0026;0.0019;0.0006;0.0001;0.1471;0.0932;0.0007;0.003;0.0;0.0;319;393;46.5
1206;867;613;2.0;925;0.0092;0.0111;0.0047;0.0107;0.0026;0.0007;0.0014;0.037;0.0352;0.0003;0.0016;0.0015;0.0028;0.0014;0.0006;0.001;0.0624;0.0491;0.0005;0.001;0.002;0.0;184;290;48.0
1211;882;625;2.0;1212;0.0083;0.0102;0.0038;0.0094;0.002;0.0004;0.0011;0.0381;0.0351;0.0002;0.0016;0.0008;0.0024;0.0012;0.0006;0.0004;0.0669;0.0536;0.0004;0.001;0.003;0.0;263;363;47.5
1196;855;624;2.0;960;0.0077;0.0167;0.0079;0.0203;0.0003;0.0001;0.0001;0.0366;0.0315;0.0001;0.0014;0.002;0.0029;0.0005;0.0006;0.0007;0.08;0.07;0.0001;0.002;0.003;0.0;214;316;42.5
1204;872;595;3.5;1230;0.0046;0.0135;0.0059;0.0166;0.0004;0.0005;0.0134;0.0365;0.035;0.0152;0.0001;0.0014;0.003;0.0036;0.0007;0.0001;0.2017;0.1128;0.0006;0.003;0.0;0.0;439;476;35.5
1156;841;597;4.75;890;0.0044;0.0121;0.0037;0.0218;0.0022;0.0001;0.009;0.038;0.0358;0.0018;0.0;0.0012;0.0023;0.002;0.0007;0.0014;0.29;0.13;0.0001;0.004;0.0;0.0;446;504;40.0
1196;818;519;3.6;1090;0.0023;0.0142;0.0064;0.0163;0.0001;0.0006;0.0427;0.0319;0.0308;0.0201;0.0001;0.002;0.0038;0.0055;0.0007;0.0001;0.2854;0.1389;0.0005;0.001;0.0;0.0;558;590;27.0
1220;869;618;1.8;1238;0.0041;0.0119;0.0042;0.0132;0.0001;0.0001;0.045;0.0356;0.034;0.0216;0.0;0.0016;0.0026;0.0059;0.0008;0.0001;0.2796;0.1322;0.0004;0.004;0.0;0.0;626;635;29.0
1211;850;618;2.5;940;0.0039;0.0136;0.0061;0.0189;0.0008;0.0006;0.0144;0.0323;0.0277;0.0141;0.0001;0.0012;0.0032;0.0034;0.0008;0.0001;0.2022;0.113;0.0004;0.004;0.0;0.0;417;457;24.5
1178;819;556;8.5;1080;0.0026;0.0135;0.0056;0.0128;0.0001;0.0004;0.0164;0.025;0.0207;0.0191;0.0001;0.0007;0.003;0.0031;0.0011;0.0001;0.2718;0.175;0.0005;0.006;0.0;0.0;428;506;30.5
1186;873;682;3.5;1284;0.0068;0.0131;0.0054;0.0119;0.0015;0.0001;0.0001;0.024;0.0209;0.0001;0.0001;0.0008;0.0033;0.0009;0.0008;0.0004;0.0708;0.0501;0.0002;0.002;0.0;0.0;220;323;37.5
1189;818;527;15.5;1050;0.0045;0.0133;0.0092;0.0228;0.0036;0.0001;0.0204;0.0306;0.0287;0.0271;0.0002;0.0008;0.0026;0.0008;0.0003;0.0001;0.2798;0.1813;0.0004;0.007;0.0;0.0;442;527;24.5
1208;858;623;2.0;1214;0.0079;0.0134;0.0051;0.0143;0.0001;0.0001;0.0001;0.0299;0.026;0.0001;0.0014;0.0022;0.0027;0.0007;0.0006;0.0005;0.07;0.05;0.0001;0.003;0.003;0.0;192;306;45.0
1200;897;678;2.75;1263;0.0058;0.0146;0.0056;0.0108;0.002;0.0008;0.0002;0.024;0.0214;0.0512;0.0002;0.0013;0.0036;0.0005;0.0003;0.0001;0.024;0.0109;0.0001;0.001;0.002;0.0;204;289;47.5
1220;852;547;3.1;1140;0.0087;0.2726;0.0069;0.3356;0.0011;0.002;0.0017;0.0185;0.0169;0.0275;0.0003;0.001;0.0025;0.0023;0.0011;0.0001;0.2403;0.1459;0.0009;0.0;0.0;0.0;421;522;32.5
1162;881;680;2.75;1243;0.0071;0.0105;0.0085;0.0112;0.002;0.0001;0.0002;0.0315;0.0296;0.0001;0.0001;0.0012;0.0026;0.0008;0.0006;0.0004;0.0786;0.0592;0.0002;0.002;0.0;0.0;258;349;40.0
1197;898;545;5.0;1500;0.0117;0.0114;0.0046;0.0112;0.0016;0.0001;0.0001;0.0248;0.0219;0.0001;0.0;0.002;0.0024;0.0006;0.0006;0.0006;0.0806;0.0543;0.0003;0.002;0.003;0.0;234;342;50.0
1198;850;639;5.0;1320;0.0008;0.0109;0.0068;0.145;0.003;0.0001;0.0003;0.0199;0.0172;0.0022;0.0003;0.0008;0.0025;0.0009;0.0021;0.0001;0.6094;0.5144;0.0001;0.004;0.002;0.0;526;792;23.5
1191;850;468;7.0;1250;0.0009;0.0131;0.011;0.8869;0.0001;0.0017;0.0029;0.025;0.019;0.0012;0.0;0.0018;0.0037;0.0055;0.0028;0.0001;0.5299;0.2709;0.0008;0.005;0.0;0.0;627;741;16.5
1244;825;572;2.5;1180;0.0124;0.0115;0.0049;0.0135;0.0008;0.0001;0.0001;0.0285;0.0262;0.0006;0.0002;0.0006;0.0024;0.0018;0.0007;0.0001;0.2043;0.1607;0.0002;0.0;0.0;0.0;385;486;35.5
1186;867;581;2.65;1050;0.0031;0.0127;0.0062;0.0162;0.0033;0.0001;0.0155;0.0379;0.0347;0.0011;0.0001;0.0014;0.0034;0.0012;0.0003;0.0005;0.2284;0.1219;0.0007;0.004;0.0;0.0;429;481;33.0
1209;839;585;2.5;1250;0.0105;0.0113;0.0038;0.01;0.001;0.0002;0.0007;0.0344;0.0307;0.0007;0.0003;0.0012;0.0024;0.0025;0.0007;0.0001;0.2308;0.1851;0.0004;0.004;0.0;0.0;363;465;42.5
1186;885;572;2.75;890;0.0128;0.0105;0.0048;0.0116;0.0008;0.0001;0.0001;0.0415;0.0373;0.0002;0.0001;0.0019;0.002;0.0;0.0001;0.0001;0.13;0.09;0.0019;0.003;0.0;0.0;292;392;43.0
1162;873;570;2.75;860;0.014;0.0238;0.0064;0.0136;0.0006;0.0001;0.0001;0.021;0.0177;0.0001;0.0001;0.0018;0.0026;0.0;0.0001;0.0001;0.11;0.08;0.0017;0.002;0.0;0.0;269;370;51.0
1187;853;581;3.5;1505;0.0123;0.0076;0.0056;0.0101;0.0011;0.0002;0.0001;0.041;0.0397;0.0003;0.0004;0.0007;0.0023;0.0014;0.0006;0.0001;0.2176;0.1795;0.0007;0.004;0.0;0.0;324;437;44.0
1177;841;581;3.0;1015;0.0107;0.0172;0.0067;0.0106;0.0015;0.0001;0.0001;0.0307;0.0283;0.0003;0.0;0.0015;0.0086;0.0009;0.0006;0.0009;0.2064;0.1609;0.0005;0.003;0.0;0.0;366;457;41.0
1172;846;560;7.0;960;0.011;0.0129;0.0058;0.0104;0.0015;0.0009;0.0013;0.032;0.0304;0.0249;0.0015;0.0012;0.0032;0.0021;0.0007;0.0001;0.1957;0.1599;0.0007;0.004;0.0;0.0;343;460;32.5
1243;844;553;4.0;1090;0.0083;0.2843;0.0968;0.3441;0.0009;0.0017;0.0007;0.0273;0.0245;0.0031;0.0003;0.0044;0.0025;0.0012;0.0011;0.0003;0.26;0.16;0.0001;0.0;0.0;0.0;408;508;28.5
1187;819;528;12.0;1260;0.0043;0.0101;0.0072;0.0159;0.0001;0.0005;0.0014;0.0268;0.0244;0.0283;0.0001;0.0014;0.0028;0.0039;0.0009;0.0001;0.2908;0.1843;0.0005;0.003;0.0;0.0;432;534;31.0
1222;868;599;2.8;1050;0.0037;0.0132;0.0065;0.0157;0.0007;0.0002;0.0033;0.0322;0.0301;0.0008;0.0001;0.002;0.0032;0.0044;0.0007;0.0001;0.2335;0.1211;0.0012;0.003;0.0;0.0;340;442;40.0
1216;842;554;3.1;1250;0.0024;0.0135;0.0066;0.0189;0.0001;0.0007;0.0257;0.026;0.0246;0.025;0.0;0.001;0.0028;0.0052;0.0007;0.0001;0.2725;0.1359;0.0005;0.004;0.0;0.0;539;573;33.5
1164;879;577;2.75;860;0.0169;0.0141;0.0083;0.0157;0.0016;0.0001;0.0001;0.0216;0.0188;0.0002;0.0001;0.0009;0.0029;0.0;0.0001;0.0001;0.12;0.09;0.0021;0.003;0.0;0.0;210;320;45.0
1198;840;577;3.0;1080;0.0074;0.012;0.0063;0.0156;0.0015;0.0001;0.0001;0.033;0.031;0.0002;0.0;0.0008;0.0028;0.0011;0.0007;0.0002;0.0902;0.0608;0.0004;0.002;0.0;0.0;346;444;40.5
1200;926;719;3.7;1269;0.0066;0.0115;0.0054;0.0135;0.0029;0.0024;0.009;0.0388;0.0369;0.04;0.0016;0.0019;0.0024;0.0005;0.0003;0.0001;0.0167;0.0158;0.0003;0.002;0.002;0.0;271;330;37.0
1208;840;537;4.5;1270;0.0081;0.2629;0.0858;0.3297;0.0014;0.0027;0.0001;0.0347;0.0336;0.0031;0.0006;0.0039;0.003;0.0;0.0004;0.0001;0.25;0.15;0.0019;0.0;0.0;0.0;387;510;36.0
1227;854;508;2.0;1114;0.0017;0.0249;0.0098;0.0186;0.0036;0.0021;0.0458;0.0259;0.0244;0.0016;0.0002;0.0017;0.003;0.0;0.0018;0.0001;0.3479;0.1625;0.0021;0.004;0.0;0.0;628;656;18.5
1197;871;622;2.0;930;0.0141;0.0119;0.0068;0.012;0.0023;0.0001;0.0002;0.0372;0.0337;0.0001;0.0013;0.0009;0.0026;0.0005;0.0005;0.0001;0.0634;0.0482;0.0002;0.001;0.002;0.0;179;292;47.5
1222;835;520;2.0;1207;0.004;0.0249;0.0073;0.0178;0.0013;0.0009;0.0234;0.027;0.0258;0.0243;0.0;0.0017;0.003;0.0049;0.0007;0.0001;0.2686;0.1316;0.0009;0.004;0.0;0.0;578;627;20.0
1262;858;681;4.5;1135;0.0019;0.336;0.0077;0.5954;0.0018;0.0028;0.0037;0.0236;0.0203;0.0807;0.0002;0.0012;0.0029;0.0029;0.0032;0.0001;0.306;0.1604;0.0006;0.006;0.003;0.0;652;684;19.5
1177;820;511;3.5;1180;0.0021;0.0111;0.0045;0.015;0.0004;0.0006;0.016;0.0351;0.0319;0.0155;0.0001;0.003;0.0032;0.0036;0.0007;0.0001;0.194;0.1052;0.0001;0.003;0.0;0.0;456;506;27.5
1175;844;575;2.8;1045;0.0101;0.013;0.0056;0.0122;0.0013;0.0002;0.0001;0.0455;0.0438;0.0227;0.0013;0.0004;0.0025;0.0013;0.0007;0.0001;0.1886;0.1539;0.0006;0.003;0.0;0.0;416;484;36.0
1211;890;638;3.7;1347;0.0098;0.0133;0.0071;0.0125;0.0026;0.0001;0.0001;0.032;0.026;0.0002;0.0013;0.001;0.0031;0.0004;0.0003;0.0001;0.076;0.0621;0.0002;0.002;0.0;0.0;191;322;56.0
1215;889;570;2.75;852;0.0079;0.0168;0.0088;0.0197;0.0015;0.0004;0.0001;0.0267;0.0241;0.0003;0.0001;0.0024;0.0024;0.0;0.0001;0.0001;0.12;0.08;0.0021;0.004;0.0;0.0;269;372;47.0
1193;864;581;5.0;1080;0.0034;0.0121;0.0064;0.0131;0.0013;0.0001;0.016;0.0356;0.0325;0.0009;0.0001;0.0013;0.0027;0.0032;0.0007;0.0001;0.2135;0.1128;0.0008;0.006;0.0;0.0;427;480;40.5
1208;850;544;2.0;933;0.0041;0.0121;0.0074;0.0254;0.001;0.0002;0.0142;0.0305;0.0271;0.0132;0.0002;0.0007;0.0022;0.0;0.0001;0.0001;0.2;0.11;0.0016;0.006;0.0;0.0;410;480;40.0
1192;873;682;2.75;1241;0.0082;0.0103;0.0044;0.01;0.0022;0.0004;0.0007;0.039;0.0309;0.0002;0.0003;0.0009;0.0026;0.0011;0.0008;0.0006;0.0661;0.0485;0.0005;0.002;0.003;0.0;297;361;43.0
1216;846;585;4.0;1250;0.0044;0.0149;0.0074;0.0181;0.0001;0.0002;0.0147;0.0321;0.0269;0.0011;0.0001;0.0014;0.0038;0.0036;0.0007;0.0001;0.2098;0.1093;0.0006;0.003;0.0;0.0;433;484;36.5
1213;883;582;2.75;1600;0.0085;0.0441;0.0174;0.0112;0.0031;0.0001;0.0001;0.0363;0.0341;0.0003;0.0001;0.0008;0.0043;0.0013;0.0009;0.0001;0.116;0.0806;0.0006;0.002;0.0;0.0;302;400;45.0
1216;870;624;2.0;1212;0.0125;0.0127;0.0062;0.0121;0.003;0.0011;0.0001;0.0369;0.0338;0.0013;0.0014;0.0009;0.0026;0.0005;0.0004;0.0001;0.085;0.0656;0.0001;0.001;0.002;0.0;245;330;49.0
1167;873;617;2.75;1297;0.0071;0.009;0.0052;0.0095;0.0022;0.0004;0.0001;0.0184;0.017;0.0002;0.0;0.0015;0.0023;0.0005;0.0006;0.0011;0.0612;0.0449;0.0002;0.002;0.0;0.0;214;304;47.5
1206;845;523;2.3;1300;0.0033;0.0135;0.0072;0.0157;0.0001;0.0005;0.03;0.0413;0.0369;0.0143;0.0001;0.0013;0.003;0.0034;0.0008;0.0001;0.1937;0.1062;0.0004;0.004;0.0;0.0;493;533;26.5
1223;869;562;13.75;1200;0.0041;0.0148;0.009;0.0325;0.0026;0.0001;0.0006;0.0353;0.0315;0.001;0.0001;0.003;0.0028;0.0022;0.0007;0.0011;0.2342;0.1231;0.0004;0.004;0.0;0.0;337;418;36.0
1205;865;561;7.9;1500;0.0018;0.0145;0.0065;0.0216;0.0001;0.0005;0.0273;0.0234;0.0161;0.0147;0.0001;0.0014;0.0036;0.0056;0.001;0.0001;0.2856;0.1458;0.0007;0.004;0.0;0.0;480;550;29.0
1228;853;523;2.5;1300;0.0034;0.015;0.0087;0.0181;0.0015;0.0007;0.0448;0.0342;0.0334;0.0219;0.0;0.0032;0.0044;0.0031;0.0008;0.002;0.2884;0.1366;0.0011;0.003;0.0;0.0;595;610;20.5
1204;907;680;2.75;1263;0.0078;0.0133;0.0091;0.0187;0.0035;0.0001;0.0003;0.0221;0.02;0.0491;0.0001;0.0022;0.0025;0.0004;0.0003;0.0008;0.023;0.0105;0.0002;0.001;0.002;0.0;200;296;45.0
1232;869;574;4.55;1200;0.0034;0.0107;0.0045;0.014;0.0001;0.0002;0.0233;0.0247;0.0233;0.0234;0.0;0.001;0.0024;0.0046;0.0015;0.0001;0.2645;0.1321;0.0003;0.004;0.0;0.0;501;560;31.5
1216;882;623;2.0;1225;0.0101;0.0091;0.0062;0.0093;0.0021;0.0005;0.0001;0.0382;0.0359;0.0001;0.0017;0.0009;0.0027;0.0004;0.0003;0.0001;0.0648;0.0521;0.0002;0.002;0.002;0.0;196;305;54.0
1146;877;624;3.5;1241;0.0083;0.0108;0.0054;0.0136;0.0018;0.0003;0.0004;0.0221;0.0198;0.0002;0.0001;0.0009;0.0028;0.0011;0.0006;0.0003;0.0659;0.045;0.0006;0.003;0.0;0.0;172;287;44.0
1204;831;492;4.5;1226;0.0014;0.012;0.0096;0.8739;0.0004;0.0022;0.0044;0.0229;0.0209;0.0015;0.0002;0.0023;0.0033;0.0053;0.002;0.0001;0.5243;0.2666;0.0009;0.004;0.0;0.0;484;608;23.5
1240;788;563;10.0;1150;0.0012;0.0122;0.0047;0.031;0.1019;0.0005;0.0585;0.0316;0.0312;0.0931;0.0;0.0008;0.0026;0.002;0.0017;0.0019;0.41;0.18;0.0001;0.004;0.001;0.0;732;780;20.0
1221;839;550;4.75;1290;0.0042;0.0155;0.0058;0.0248;0.0058;0.0001;0.0236;0.0246;0.0226;0.0256;0.0;0.0009;0.0024;0.0014;0.0003;0.0001;0.2738;0.1367;0.0006;0.006;0.0;0.0;433;500;32.5
1213;846;520;4.0;1255;0.007;0.0111;0.0053;0.0146;0.0025;0.0001;0.0001;0.0278;0.0238;0.0005;0.0001;0.0009;0.0027;0.0004;0.0005;0.0001;0.2132;0.1734;0.0001;0.005;0.0;0.0;386;497;35.0
1186;845;586;7.75;950;0.0048;0.0113;0.0051;0.0147;0.0024;0.0003;0.0001;0.0373;0.0351;0.0375;0.0;0.0007;0.0026;0.0007;0.0003;0.0003;0.1448;0.0814;0.0003;0.004;0.0;0.0;379;419;18.0
1218;835;521;2.0;1110;0.0034;0.0112;0.0071;0.0157;0.0008;0.0001;0.0276;0.0346;0.032;0.0135;0.0001;0.0014;0.0023;0.0026;0.0007;0.0001;0.1908;0.1039;0.0006;0.004;0.0;0.0;447;495;26.0
1229;931;686;3.5;1073;0.0071;0.0103;0.006;0.0116;0.0026;0.0013;0.001;0.0294;0.0276;0.0507;0.0001;0.0019;0.0027;0.0007;0.0003;0.001;0.0269;0.0114;0.0004;0.001;0.002;0.0;190;287;50.0
1223;815;517;3.5;1444;0.0048;0.0104;0.0035;0.0104;0.0005;0.0004;0.0284;0.0361;0.0347;0.0155;0.0;0.0004;0.0025;0.0022;0.0007;0.0001;0.1996;0.1068;0.0006;0.002;0.0;0.0;464;507;31.0
1213;892;681;2.75;1015;0.0049;0.0094;0.0043;0.0109;0.0007;0.0001;0.0001;0.0413;0.0402;0.0006;0.0001;0.0016;0.0019;0.0;0.0001;0.0001;0.06;0.04;0.0016;0.002;0.0;0.0;270;340;52.0
1174;846;549;3.0;900;0.0022;0.0076;0.0046;0.0115;0.0013;0.0014;0.0445;0.0317;0.0287;0.0011;0.0001;0.0014;0.0028;0.0;0.0003;0.0001;0.21;0.11;0.0001;0.006;0.0;0.0;439;493;34.5
1224;860;678;4.5;1135;0.0023;0.2972;0.0121;0.5902;0.0048;0.0024;0.0018;0.0322;0.0293;0.0832;0.0002;0.0026;0.003;0.0011;0.0018;0.0042;0.3045;0.1596;0.0003;0.003;0.003;0.0;654;682;22.0
1206;845;558;3.0;990;0.0021;0.0141;0.0052;0.0158;0.0051;0.0001;0.0017;0.044;0.0438;0.0019;0.0001;0.0017;0.003;0.0021;0.0007;0.0062;0.3721;0.1795;0.0011;0.003;0.001;0.0;472;538;27.0
1206;820;480;6.0;1220;0.0035;0.0137;0.01;0.0242;0.003;0.0001;0.0446;0.0285;0.0265;0.002;0.0;0.0017;0.003;0.0074;0.002;0.0001;0.3502;0.1631;0.0007;0.003;0.0;0.0;595;633;26.0
1133;877;571;2.75;965;0.0078;0.0103;0.0089;0.0135;0.0017;0.0001;0.0001;0.0318;0.0298;0.0001;0.0001;0.0021;0.0024;0.0;0.0001;0.0001;0.11;0.08;0.0019;0.002;0.0;0.0;223;347;48.0
1220;842;520;3.0;1470;0.0019;0.0109;0.0055;0.0153;0.0001;0.0001;0.0107;0.0186;0.0165;0.0027;0.0002;0.0014;0.0031;0.0054;0.0007;0.0001;0.3448;0.2124;0.0012;0.004;0.0;0.0;502;594;29.0
1203;884;623;2.5;929;0.0124;0.0105;0.0056;0.0128;0.002;0.0001;0.0001;0.0321;0.0296;0.0003;0.0015;0.0004;0.0026;0.0002;0.0002;0.0001;0.0681;0.054;0.0001;0.002;0.003;0.0;244;336;48.0
1204;837;590;3.0;1150;0.0167;0.0125;0.004;0.0141;0.0001;0.0001;0.0001;0.0284;0.0264;0.0001;0.0;0.0012;0.0022;0.0007;0.0006;0.0006;0.11;0.08;0.0001;0.0;0.0;0.0;301;381;44.5
1222;829;515;3.75;1250;0.008;0.0174;0.0077;0.0181;0.0001;0.0006;0.0025;0.0322;0.0307;0.015;0.0002;0.0015;0.0037;0.0049;0.0024;0.0001;0.3834;0.2464;0.001;0.0;0.0;0.0;541;604;33.5
1180;859;618;2.0;1212;0.0108;0.0153;0.0083;0.0117;0.0027;0.0002;0.0001;0.0387;0.0351;0.0001;0.0014;0.0008;0.0024;0.0003;0.0003;0.0001;0.0642;0.05;0.0001;0.001;0.002;0.0;197;303;43.5
1170;883;570;2.75;900;0.0143;0.0139;0.0056;0.0141;0.0007;0.0001;0.0001;0.0216;0.0181;0.0002;0.0001;0.0017;0.0028;0.0012;0.0008;0.0001;0.11;0.08;0.0003;0.002;0.0;0.0;263;364;50.0
1196;884;574;2.75;852;0.0111;0.0153;0.0215;0.0214;0.002;0.0001;0.0001;0.0363;0.0317;0.0001;0.0;0.0006;0.0028;0.001;0.0006;0.0005;0.12;0.08;0.0001;0.003;0.0;0.0;266;363;49.0
1189;860;567;2.0;913;0.0121;0.01;0.0077;0.0162;0.0009;0.0001;0.0001;0.0298;0.0281;0.0006;0.0001;0.0017;0.0024;0.0001;0.0001;0.0001;0.18;0.15;0.0016;0.004;0.0;0.0;398;468;31.0
1189;847;521;4.0;1255;0.0125;0.0071;0.0059;0.013;0.0001;0.0001;0.0001;0.0368;0.0349;0.0001;0.0001;0.0001;0.0019;0.0001;0.0001;0.0001;0.2;0.17;0.0007;0.003;0.0;0.0;379;486;35.0
