Furnace_temperature;Exist_temperature;Annealing_temperature;Thickness;Width;Sulfur_content;Copper_content;Nickel_content;Chromium_content;Molybdenum_content;Vanadium_content;Niobium_content;Total_Al_content;Acid_soluble_Al_content;Titanium_content;Boron_content;Tin_content;Arsenic_content;Zirconium_content;Calcium_content;Lead_content;Ceq;Pcm;Antimony_content;Nitrogen_content;Oxygen_content;Tungsten_content;yield-strength;tensile-strength;elongation
1208;859;616;2.0;1235;0.0074;0.0156;0.0118;0.03;0.0074;0.0001;0.0001;0.0347;0.0324;0.0001;0.0016;0.0009;0.0026;0.0009;0.001;0.0004;0.0694;0.0503;0.0002;0.001;0.003;0.0;321;356;38.5
1195;827;508;3.5;1250;0.0055;0.0163;0.0103;0.0163;0.0008;0.0006;0.0286;0.0361;0.0333;0.0159;0.0001;0.0013;0.0042;0.0035;0.0013;0.0017;0.2011;0.1145;0.0006;0.002;0.0;0.0;465;504;38.0
1205;859;595;2.0;1180;0.0122;0.0114;0.0052;0.0105;0.0011;0.0002;0.0005;0.0286;0.025;0.0005;0.0004;0.0015;0.003;0.002;0.0007;0.0001;0.2171;0.1727;0.0008;0.003;0.0;0.0;368;470;38.0
1179;886;583;2.75;1600;0.0123;0.0105;0.0043;0.0092;0.0016;0.0002;0.0001;0.0273;0.0241;0.0003;0.0001;0.0026;0.0021;0.0008;0.0006;0.0008;0.1116;0.078;0.0002;0.003;0.0;0.0;262;362;45.5
1204;890;614;3.2;1010;0.0106;0.0116;0.0082;0.0198;0.0011;0.0001;0.0001;0.0279;0.0201;0.0001;0.0014;0.0015;0.0025;0.0008;0.0006;0.0006;0.07;0.05;0.0001;0.002;0.003;0.0;185;285;34.0
1213;861;624;3.5;1140;0.0015;0.0118;0.0055;0.1409;0.0002;0.0005;0.0014;0.0162;0.0143;0.0026;0.0002;0.0011;0.0025;0.0031;0.0021;0.0001;0.5764;0.4808;0.0003;0.004;0.001;0.0;513;788;25.0
1237;870;622;2.75;1000;0.0036;0.0093;0.0036;0.0382;0.0004;0.0002;0.0001;0.0329;0.03;0.0008;0.0002;0.0011;0.0026;0.0017;0.0011;0.0001;0.1433;0.0957;0.0005;0.0;0.0;0.0;313;398;42.5
1196;849;585;3.0;780;0.0075;0.0101;0.0052;0.0089;0.0001;0.0001;0.0001;0.0428;0.0396;0.0003;0.0;0.001;0.0025;0.0009;0.0006;0.0001;0.22;0.17;0.0001;0.0;0.0;0.0;484;496;34.0
1218;819;535;12.0;1450;0.0052;0.0149;0.0071;0.0206;0.0001;0.001;0.0011;0.0301;0.0283;0.0296;0.0001;0.0017;0.004;0.0038;0.001;0.0001;0.2975;0.1902;0.0007;0.004;0.0;0.0;466;555;27.5
1182;816;533;9.0;1030;0.0027;0.0161;0.0095;0.0315;0.0058;0.0001;0.0013;0.0294;0.0277;0.0298;0.0002;0.002;0.0029;0.0013;0.0004;0.0001;0.3076;0.2;0.0006;0.002;0.0;0.0;486;572;26.5
1203;850;581;3.0;1145;0.0113;0.0118;0.0069;0.0105;0.0027;0.0001;0.0001;0.0292;0.0269;0.0007;0.0001;0.0004;0.0024;0.0004;0.0003;0.0001;0.1535;0.1116;0.0001;0.003;0.0;0.0;343;412;52.0
1181;855;621;2.0;1145;0.0098;0.0093;0.0049;0.009;0.0017;0.0001;0.0001;0.0359;0.0337;0.0001;0.0016;0.0011;0.0023;0.0002;0.0004;0.0001;0.073;0.0601;0.0001;0.001;0.002;0.0;242;308;42.0
1182;876;621;2.5;1045;0.0049;0.0072;0.0039;0.0085;0.0016;0.0001;0.0001;0.0375;0.0348;0.0001;0.0013;0.0003;0.002;0.0001;0.0005;0.0006;0.0638;0.0487;0.0001;0.003;0.004;0.0;167;292;45.0
1212;886;623;2.0;1214;0.0099;0.0121;0.006;0.0148;0.0028;0.0001;0.0001;0.0377;0.0363;0.0002;0.0015;0.0017;0.0022;0.0005;0.0003;0.0017;0.0816;0.0631;0.0002;0.002;0.0;0.0;239;337;50.0
1186;868;617;2.0;951;0.0077;0.0103;0.0044;0.0143;0.0018;0.0001;0.0001;0.0368;0.0334;0.0001;0.0013;0.001;0.0026;0.0004;0.0006;0.0008;0.0777;0.0606;0.0003;0.002;0.002;0.0;260;339;49.0
1205;917;681;3.0;1260;0.0094;0.0087;0.0067;0.011;0.0001;0.0005;0.0004;0.0317;0.0268;0.0502;0.0001;0.0006;0.002;0.0001;0.0001;0.0001;0.02;0.01;0.001;0.001;0.003;0.0;179;301;52.0
1224;877;575;2.75;1110;0.0084;0.0092;0.0043;0.0098;0.0014;0.0001;0.0005;0.0222;0.0182;0.0003;0.0001;0.001;0.0024;0.0014;0.0007;0.0002;0.1069;0.0728;0.0006;0.002;0.0;0.0;271;361;49.5
1205;879;574;3.8;1130;0.0073;0.0079;0.0037;0.0063;0.0019;0.0001;0.0001;0.0353;0.0295;0.0002;0.0001;0.0007;0.0025;0.0004;0.0004;0.0001;0.155;0.1153;0.0001;0.002;0.0;0.0;294;403;43.0
1182;825;541;9.0;1070;0.0026;0.014;0.007;0.0191;0.0036;0.0012;0.0009;0.0283;0.0274;0.0314;0.0003;0.0021;0.0025;0.0013;0.0005;0.0002;0.3066;0.202;0.0004;0.004;0.0;0.0;474;582;28.5
1242;863;596;3.05;1100;0.0037;0.0164;0.0074;0.0128;0.0011;0.0001;0.0001;0.0314;0.028;0.0012;0.0001;0.0005;0.0032;0.0009;0.0008;0.0001;0.1836;0.158;0.0002;0.004;0.0;0.0;349;442;38.0
1212;868;615;2.0;925;0.0065;0.0093;0.0094;0.0127;0.0001;0.0001;0.0001;0.0354;0.0317;0.0001;0.0017;0.0007;0.0022;0.0001;0.0001;0.0001;0.07;0.06;0.0008;0.002;0.002;0.0;241;340;44.0
1185;872;583;2.75;1600;0.0105;0.0093;0.0059;0.011;0.0014;0.0005;0.0008;0.0211;0.0178;0.0003;0.0001;0.0014;0.0028;0.0017;0.0008;0.0001;0.1138;0.0782;0.0007;0.003;0.0;0.0;278;383;48.0
1230;844;590;2.75;1250;0.0043;0.0101;0.0069;0.0135;0.0021;0.0001;0.0012;0.029;0.0257;0.0007;0.0;0.0006;0.0031;0.0019;0.0006;0.0012;0.3223;0.1709;0.0001;0.003;0.0;0.0;394;485;37.0
1203;851;590;3.0;1100;0.0019;0.0112;0.0053;0.012;0.0019;0.0001;0.012;0.0286;0.0251;0.0123;0.0001;0.0005;0.0025;0.0008;0.0007;0.0008;0.1954;0.1073;0.0005;0.003;0.0;0.0;434;487;35.0
1212;891;578;2.75;910;0.0076;0.0109;0.0058;0.009;0.0011;0.0002;0.0001;0.0239;0.0202;0.0002;0.0001;0.0006;0.0025;0.0013;0.0006;0.0001;0.1062;0.0754;0.0001;0.002;0.0;0.0;281;372;52.5
1255;848;525;2.5;1400;0.0031;0.0129;0.007;0.0172;0.001;0.0007;0.0438;0.0318;0.0295;0.0192;0.0001;0.0017;0.0042;0.006;0.0007;0.0001;0.2897;0.1397;0.0007;0.006;0.0;0.0;540;579;20.0
1204;871;587;4.0;1200;0.002;0.0144;0.006;0.0172;0.0002;0.0013;0.0274;0.0293;0.0272;0.0249;0.0001;0.0016;0.003;0.0054;0.0007;0.0001;0.2774;0.1401;0.0007;0.006;0.0;0.0;474;524;30.5
1199;847;598;3.0;1300;0.0017;0.0137;0.0085;0.0228;0.0001;0.0001;0.007;0.02;0.018;0.0005;0.0;0.0009;0.0031;0.004;0.0008;0.0001;0.3429;0.2196;0.0006;0.004;0.002;0.0;450;545;31.5
1194;880;568;3.5;1180;0.0066;0.0119;0.006;0.0143;0.002;0.0005;0.0001;0.038;0.0365;0.0005;0.0;0.0014;0.0026;0.0013;0.0006;0.0013;0.1523;0.0932;0.0005;0.003;0.0;0.0;296;391;43.0
1209;829;578;5.5;1210;0.0018;0.0101;0.0057;0.0128;0.0026;0.0001;0.0001;0.0297;0.0265;0.0018;0.0002;0.0007;0.0027;0.0007;0.0019;0.0001;0.2484;0.1732;0.0001;0.005;0.0;0.0;401;484;35.5
1204;869;595;3.5;1160;0.004;0.0128;0.0061;0.0146;0.0003;0.0008;0.0243;0.0283;0.0275;0.0229;0.0001;0.0015;0.0041;0.0054;0.0007;0.0001;0.2653;0.1325;0.0012;0.004;0.0;0.0;463;512;30.5
1236;862;590;2.3;1200;0.0033;0.0173;0.0075;0.0199;0.0006;0.0002;0.0146;0.0336;0.0328;0.0009;0.0;0.0016;0.003;0.0035;0.0009;0.0002;0.2194;0.1197;0.0007;0.003;0.0;0.0;480;504;35.0
1193;871;621;3.0;943;0.0085;0.0116;0.006;0.0163;0.0001;0.0002;0.0001;0.0283;0.024;0.0001;0.0;0.0006;0.0026;0.0009;0.0006;0.0002;0.1;0.07;0.0001;0.004;0.0;0.0;288;376;47.0
1218;874;578;2.75;1285;0.0112;0.0111;0.0051;0.0121;0.0014;0.0003;0.0001;0.0284;0.0232;0.0003;0.0001;0.0008;0.0026;0.0015;0.0008;0.0001;0.1091;0.0747;0.0002;0.003;0.0;0.0;267;350;29.0
1190;823;534;10.0;1030;0.0063;0.0118;0.0063;0.0146;0.0035;0.0003;0.0002;0.0339;0.0327;0.0294;0.0002;0.0021;0.0025;0.0011;0.0004;0.0016;0.2928;0.1915;0.0001;0.004;0.002;0.0;372;487;29.0
1253;853;555;3.0;1180;0.0086;0.2908;0.0775;0.3246;0.0005;0.0016;0.0004;0.026;0.0242;0.0017;0.0003;0.0026;0.0028;0.0012;0.001;0.0002;0.26;0.16;0.0001;0.0;0.0;0.0;476;551;32.0
1174;874;625;3.5;1242;0.0077;0.0118;0.0051;0.01;0.0015;0.0003;0.0003;0.023;0.0216;0.0001;0.0001;0.0008;0.0024;0.001;0.0006;0.0003;0.0625;0.0448;0.0004;0.002;0.0;0.0;182;294;49.5
1208;827;570;8.0;1450;0.0011;0.01;0.0041;0.0128;0.0001;0.0001;0.0444;0.0257;0.0224;0.0019;0.0;0.0015;0.0026;0.0065;0.0027;0.0001;0.361;0.1719;0.001;0.006;0.0;0.0;548;597;21.5
1205;826;480;6.0;1250;0.0041;0.012;0.0059;0.0126;0.0021;0.0001;0.042;0.0325;0.0294;0.0012;0.0001;0.0014;0.0024;0.0019;0.0006;0.0017;0.2207;0.1109;0.0003;0.004;0.0;0.0;479;535;31.0
1183;902;698;2.75;945;0.0125;0.0139;0.0062;0.0118;0.0026;0.0001;0.0002;0.0392;0.038;0.0001;0.0014;0.0015;0.0022;0.0005;0.0003;0.0001;0.0764;0.0621;0.0001;0.001;0.002;0.0;219;314;57.0
1191;834;521;2.4;1000;0.004;0.0101;0.0059;0.0123;0.0016;0.0007;0.015;0.0349;0.029;0.0148;0.0002;0.0025;0.0027;0.0024;0.0008;0.0022;0.201;0.1084;0.0011;0.005;0.0;0.0;414;479;26.0
1236;888;590;3.6;1250;0.0013;0.011;0.0045;0.0142;0.0001;0.0001;0.0384;0.0298;0.0275;0.0018;0.0;0.0008;0.0025;0.0059;0.002;0.0001;0.3178;0.1565;0.0004;0.005;0.0;0.0;516;544;31.0
1183;875;588;2.75;1600;0.0128;0.0114;0.0056;0.0114;0.001;0.0001;0.0001;0.0304;0.029;0.0002;0.0;0.0006;0.0024;0.0014;0.0007;0.0001;0.1193;0.082;0.0002;0.002;0.0;0.0;277;380;47.5
1218;855;554;4.5;1395;0.0107;0.2798;0.0061;0.32;0.0024;0.0021;0.0003;0.0396;0.0379;0.0327;0.0004;0.0009;0.0027;0.0007;0.0006;0.0004;0.2378;0.1496;0.0004;0.0;0.0;0.0;413;522;37.0
1195;869;589;5.0;1100;0.0052;0.0131;0.0071;0.0133;0.0007;0.0005;0.0153;0.0392;0.037;0.0139;0.0001;0.0025;0.0031;0.0039;0.0007;0.0001;0.1968;0.1077;0.0004;0.003;0.0;0.0;396;461;35.5
1190;895;624;3.5;1232;0.0135;0.0113;0.0068;0.0108;0.0025;0.0007;0.0003;0.0321;0.0296;0.0001;0.0017;0.0029;0.0024;0.0005;0.0004;0.0007;0.0678;0.056;0.0001;0.003;0.0;0.0;211;317;53.0
1197;863;584;5.0;1080;0.0034;0.0121;0.0064;0.0131;0.0013;0.0001;0.016;0.0356;0.0325;0.0009;0.0001;0.0013;0.0027;0.0032;0.0007;0.0001;0.2135;0.1128;0.0008;0.006;0.0;0.0;419;486;40.5
1186;871;619;2.0;960;0.0117;0.0101;0.0076;0.0133;0.0019;0.0001;0.0001;0.0347;0.0324;0.0001;0.0013;0.0013;0.0029;0.0004;0.0002;0.0011;0.0648;0.0486;0.0004;0.002;0.002;0.0;239;331;38.5
1213;881;587;2.75;930;0.0074;0.0108;0.0071;0.0159;0.0009;0.0001;0.0001;0.0289;0.026;0.0001;0.0001;0.0017;0.0021;0.0;0.0001;0.0001;0.11;0.07;0.0017;0.003;0.0;0.0;262;368;48.5
1222;873;596;2.75;1110;0.0167;0.0159;0.0049;0.0124;0.002;0.0001;0.0001;0.0355;0.0316;0.0003;0.0;0.0016;0.0024;0.0004;0.0006;0.0001;0.1146;0.078;0.0001;0.002;0.0;0.0;298;392;43.5
1191;819;552;9.5;1070;0.0042;0.0131;0.0049;0.0156;0.0001;0.0002;0.0191;0.0313;0.0272;0.0234;0.0001;0.0004;0.0024;0.0033;0.0007;0.0001;0.2869;0.1854;0.0001;0.004;0.0;0.0;457;553;23.5
1180;864;581;2.75;1300;0.0093;0.0096;0.0042;0.0082;0.0013;0.0001;0.0001;0.0353;0.0316;0.0003;0.0;0.0005;0.0024;0.0014;0.0006;0.0001;0.1106;0.0765;0.0002;0.003;0.0;0.0;267;373;45.0
1210;878;589;7.4;1255;0.0004;0.0128;0.0132;0.9974;0.2009;0.0027;0.001;0.0391;0.0378;0.0023;0.0002;0.0012;0.003;0.0012;0.002;0.0008;0.7864;0.5261;0.0001;0.004;0.002;0.0;839;968;15.5
1187;837;596;2.5;850;0.0069;0.0094;0.0036;0.0132;0.0001;0.0001;0.0001;0.022;0.0179;0.0001;0.0;0.0021;0.0023;0.0008;0.0006;0.0003;0.1;0.07;0.0001;0.004;0.0;0.0;315;391;38.5
1221;883;580;2.75;1215;0.0114;0.0124;0.0065;0.0124;0.0013;0.0001;0.0001;0.0219;0.0201;0.0002;0.0;0.0008;0.0026;0.0012;0.0007;0.0001;0.1189;0.0801;0.0003;0.003;0.0;0.0;302;394;45.0
1226;864;593;6.0;1250;0.0022;0.0133;0.005;0.0159;0.0001;0.0013;0.042;0.0261;0.024;0.0238;0.0002;0.0019;0.0036;0.0072;0.0024;0.0001;0.309;0.1576;0.001;0.006;0.0;0.0;548;617;27.5
1177;851;584;2.2;1219;0.0116;0.0097;0.005;0.0136;0.0017;0.0001;0.0001;0.0313;0.028;0.0001;0.0013;0.0008;0.0022;0.0012;0.0006;0.0001;0.1301;0.0951;0.0003;0.003;0.0;0.0;304;370;44.0
1238;845;558;4.0;1200;0.0076;0.294;0.0752;0.343;0.0007;0.0013;0.0004;0.0207;0.0184;0.0023;0.0004;0.0023;0.0025;0.0011;0.001;0.0004;0.25;0.15;0.0001;0.0;0.0;0.0;417;519;37.0
1220;864;593;2.0;1140;0.0071;0.0101;0.0062;0.0127;0.0001;0.0001;0.0006;0.0253;0.0232;0.0007;0.0;0.001;0.0027;0.0038;0.0006;0.0001;0.229;0.1238;0.0001;0.003;0.0;0.0;394;446;43.5
1190;871;584;3.2;1300;0.0033;0.0133;0.0072;0.018;0.0033;0.0004;0.0144;0.0345;0.0328;0.0011;0.0001;0.001;0.0032;0.0012;0.0003;0.0001;0.2182;0.1157;0.0006;0.002;0.004;0.0;428;480;37.5
1230;843;591;3.2;1245;0.0047;0.0124;0.0053;0.0186;0.0033;0.0001;0.0003;0.0292;0.028;0.001;0.0002;0.0015;0.0023;0.0011;0.0003;0.0001;0.3591;0.2488;0.0001;0.0;0.0;0.0;423;546;32.0
1183;840;586;5.5;1210;0.007;0.0131;0.0108;0.017;0.0026;0.0001;0.0008;0.0268;0.0233;0.0008;0.0002;0.002;0.0029;0.001;0.002;0.0001;0.2469;0.1749;0.0004;0.004;0.0;0.0;369;461;37.5
1239;853;550;4.0;1016;0.0027;0.0145;0.0082;0.0214;0.0017;0.0009;0.0156;0.0341;0.0337;0.0735;0.0001;0.0035;0.003;0.0027;0.0021;0.002;0.2504;0.1237;0.0005;0.0;0.0;0.0;599;635;26.5
1191;883;589;2.75;1350;0.0106;0.014;0.0055;0.0112;0.0019;0.0003;0.0004;0.0362;0.0296;0.0002;0.0001;0.001;0.0024;0.0014;0.0007;0.0003;0.1062;0.0738;0.0004;0.002;0.0;0.0;234;347;47.0
1218;893;562;2.62;1133;0.0015;0.0108;0.0059;0.015;0.0041;0.0001;0.0012;0.035;0.0333;0.0017;0.0;0.0017;0.0031;0.0019;0.0007;0.0003;0.3705;0.1851;0.0004;0.003;0.001;0.0;437;542;34.0
1251;821;520;2.5;1000;0.0018;0.0135;0.0088;0.0158;0.0007;0.0009;0.0467;0.0365;0.035;0.0215;0.0001;0.0013;0.0032;0.0055;0.0007;0.0001;0.2864;0.1393;0.0005;0.004;0.0;0.0;586;632;21.0
1250;918;645;2.6;1238;0.0117;0.0154;0.009;0.0268;0.0039;0.0001;0.0001;0.0343;0.0317;0.0002;0.0014;0.0024;0.0023;0.0004;0.0003;0.0001;0.0761;0.0586;0.0001;0.002;0.003;0.0;240;345;35.0
1171;865;582;2.75;1570;0.0082;0.0115;0.0053;0.0229;0.0032;0.0001;0.0002;0.0204;0.0165;0.0002;0.0001;0.0007;0.0022;0.0005;0.0003;0.0003;0.1244;0.0851;0.0001;0.004;0.0;0.0;287;384;48.0
1216;864;596;4.0;1452;0.006;0.0126;0.005;0.0171;0.0004;0.0013;0.0268;0.028;0.0266;0.0238;0.0;0.002;0.0043;0.0062;0.0011;0.0001;0.2698;0.1315;0.001;0.002;0.0;0.0;517;559;31.5
1199;848;508;3.0;1255;0.0115;0.0101;0.0058;0.0109;0.0013;0.0004;0.0004;0.0273;0.0258;0.0004;0.0001;0.0008;0.003;0.0018;0.0006;0.0001;0.1945;0.1567;0.0005;0.003;0.0;0.0;383;477;38.0
1175;864;622;2.75;1600;0.0085;0.0101;0.0064;0.0149;0.0024;0.0001;0.0001;0.0276;0.0248;0.0002;0.0;0.0008;0.0023;0.0003;0.0003;0.0001;0.0824;0.0571;0.0001;0.002;0.0;0.0;270;346;40.5
1181;813;547;3.0;1000;0.0074;0.0203;0.0064;0.013;0.004;0.0004;0.001;0.0268;0.026;0.0299;0.0002;0.0015;0.0052;0.0013;0.0005;0.0001;0.3112;0.2055;0.0006;0.003;0.0;0.0;429;526;35.5
1195;834;517;3.5;1250;0.0027;0.012;0.006;0.0162;0.0001;0.0001;0.0535;0.03;0.0282;0.0342;0.0;0.0013;0.003;0.0061;0.0028;0.0001;0.335;0.1586;0.0004;0.004;0.0;0.0;595;629;24.5
1185;858;587;5.0;1080;0.003;0.0176;0.0072;0.019;0.0002;0.0003;0.0143;0.0351;0.032;0.0015;0.0001;0.0017;0.0031;0.0035;0.0009;0.0001;0.2186;0.1177;0.0006;0.003;0.0;0.0;412;480;39.0
1197;902;620;2.5;1234;0.0114;0.0162;0.0075;0.0241;0.0029;0.0004;0.0001;0.0346;0.0321;0.0002;0.0015;0.0035;0.0025;0.0008;0.0008;0.0011;0.0775;0.06;0.0004;0.002;0.002;0.0;228;334;50.0
1207;848;586;5.5;1250;0.0115;0.0103;0.0048;0.0117;0.0014;0.0003;0.0008;0.031;0.0293;0.0006;0.0001;0.0009;0.0025;0.0017;0.0006;0.0001;0.1594;0.1158;0.001;0.004;0.0;0.0;286;389;30.5
1228;841;518;3.5;1265;0.0036;0.0149;0.0062;0.0208;0.0001;0.0005;0.0549;0.0232;0.0185;0.0276;0.0;0.0016;0.0035;0.0068;0.0015;0.0001;0.3311;0.158;0.0012;0.005;0.0;0.0;587;630;25.0
1242;885;547;2.02;1173;0.0044;0.2882;0.0911;0.3446;0.0011;0.0029;0.0002;0.0253;0.0237;0.0046;0.0004;0.0039;0.0022;0.0;0.0008;0.0001;0.25;0.14;0.0018;0.0;0.0;0.0;393;513;38.0
1232;822;522;2.4;1200;0.002;0.0144;0.006;0.0172;0.0002;0.0013;0.0274;0.0293;0.0272;0.0249;0.0001;0.0016;0.003;0.0054;0.0007;0.0001;0.2774;0.1401;0.0007;0.006;0.0;0.0;509;538;26.5
1164;856;565;3.0;1050;0.0047;0.0125;0.0054;0.0158;0.0001;0.0001;0.009;0.0333;0.0314;0.001;0.0;0.0012;0.0026;0.0059;0.0009;0.0001;0.2788;0.1265;0.0008;0.004;0.0;0.0;426;481;38.0
1206;865;634;2.0;1061;0.0083;0.0114;0.0072;0.0121;0.0001;0.0001;0.0001;0.0445;0.0402;0.0001;0.0015;0.0004;0.0023;0.0001;0.0001;0.0001;0.09;0.07;0.0008;0.001;0.003;0.0;146;256;41.0
1172;813;560;9.8;950;0.0041;0.0075;0.005;0.0202;0.0016;0.001;0.0012;0.0288;0.0252;0.0239;0.0005;0.0018;0.0034;0.0;0.0004;0.0001;0.3;0.2;0.0001;0.008;0.0;0.0;402;519;27.5
1205;842;520;2.0;1000;0.0047;0.013;0.0062;0.013;0.0008;0.0006;0.0173;0.0336;0.032;0.0166;0.0001;0.0011;0.003;0.0035;0.0007;0.0001;0.1986;0.1085;0.0009;0.003;0.0;0.0;481;502;25.0
1184;841;582;2.0;1220;0.0103;0.0127;0.0073;0.0104;0.0013;0.0001;0.0001;0.0349;0.0323;0.0003;0.0014;0.0005;0.0024;0.0012;0.0006;0.0001;0.1303;0.0964;0.0003;0.002;0.0;0.0;304;373;43.0
1130;876;693;2.61;1275;0.0024;0.0076;0.0081;0.013;0.0011;0.0002;0.0004;0.2671;0.2658;0.0002;0.0001;0.0017;0.0021;0.0001;0.0003;0.0001;0.07;0.03;0.0015;0.001;0.002;0.0;228;354;42.5
1191;818;524;10.0;1030;0.0042;0.0125;0.0057;0.0206;0.0011;0.0004;0.0001;0.0259;0.025;0.0287;0.0001;0.0029;0.0028;0.0019;0.0008;0.0014;0.3058;0.2011;0.0004;0.004;0.0;0.0;449;545;28.5
1171;900;687;7.0;1290;0.0006;0.0117;0.0137;0.9382;0.1995;0.0023;0.0009;0.0229;0.0219;0.002;0.0003;0.0017;0.0029;0.0008;0.0027;0.0001;0.5224;0.3;0.0001;0.004;0.002;0.0;403;556;32.5
1184;874;528;5.7;1048;0.008;0.0149;0.0087;0.0122;0.0016;0.0001;0.0001;0.045;0.0436;0.0001;0.0;0.001;0.0026;0.001;0.0008;0.0002;0.0794;0.0536;0.0003;0.002;0.0;0.0;252;342;50.0
1225;876;604;3.0;1280;0.001;0.2964;0.01;0.5714;0.002;0.0031;0.0029;0.0332;0.0323;0.083;0.0002;0.0012;0.0025;0.0026;0.0032;0.0001;0.2995;0.1576;0.001;0.005;0.002;0.0;592;686;25.0
1202;877;617;2.0;1090;0.0104;0.0113;0.0061;0.0122;0.0024;0.0001;0.0001;0.0358;0.0316;0.0001;0.0015;0.0007;0.0026;0.0003;0.0002;0.0003;0.0747;0.0623;0.0001;0.002;0.003;0.0;252;346;47.0
1199;885;643;3.4;1268;0.013;0.026;0.0159;0.0214;0.0083;0.0008;0.0003;0.0266;0.0238;0.0003;0.0013;0.0015;0.0032;0.0007;0.0004;0.0001;0.0641;0.0473;0.0007;0.002;0.004;0.0;227;335;50.0
1178;806;535;10.0;1030;0.0063;0.0118;0.0063;0.0146;0.0035;0.0003;0.0002;0.0339;0.0327;0.0294;0.0002;0.0021;0.0025;0.0011;0.0004;0.0016;0.2928;0.1915;0.0001;0.004;0.002;0.0;396;493;32.0
1186;858;592;2.8;1050;0.0067;0.0115;0.0054;0.0124;0.0001;0.0002;0.0011;0.032;0.0292;0.0005;0.0;0.0013;0.0033;0.0039;0.0008;0.0001;0.2348;0.1288;0.0007;0.003;0.0;0.0;359;436;47.0
1214;857;567;6.1;1420;0.0083;0.0095;0.0084;0.011;0.0029;0.0001;0.0004;0.0302;0.0266;0.0009;0.0001;0.0009;0.0027;0.0008;0.0004;0.0001;0.1868;0.1049;0.0001;0.0;0.0;0.0;313;404;40.0
1203;862;625;3.25;960;0.015;0.0146;0.0115;0.0134;0.0014;0.0001;0.0001;0.0199;0.0157;0.0002;0.0001;0.0027;0.0025;0.0;0.0001;0.0001;0.11;0.07;0.0019;0.004;0.0;0.0;292;379;47.0
1191;838;577;2.5;1149;0.0106;0.0107;0.005;0.0145;0.0019;0.0005;0.0004;0.039;0.033;0.0006;0.0002;0.0012;0.0032;0.0007;0.0005;0.0001;0.1568;0.1173;0.0006;0.003;0.0;0.0;350;431;46.0
1196;860;534;5.0;1110;0.0009;0.0119;0.0056;0.0225;0.0015;0.0001;0.0006;0.0421;0.0368;0.022;0.0002;0.0018;0.0027;0.0017;0.0007;0.0015;0.44;0.29;0.0001;0.0;0.0;0.0;482;589;29.0
1188;826;596;3.0;950;0.001;0.0115;0.0046;0.0157;0.0017;0.0001;0.0081;0.0366;0.0314;0.0008;0.0;0.0024;0.0029;0.0017;0.0008;0.0014;0.29;0.14;0.0001;0.006;0.0;0.0;443;505;36.5
1190;887;681;2.75;1015;0.0098;0.011;0.0068;0.0071;0.0019;0.0001;0.0001;0.0421;0.039;0.0003;0.0001;0.001;0.0029;0.0003;0.0003;0.0004;0.0627;0.0377;0.0001;0.002;0.0;0.0;187;293;47.0
1218;848;526;2.0;1280;0.0037;0.0126;0.0049;0.0147;0.0005;0.0008;0.0301;0.0369;0.0327;0.0143;0.0001;0.0012;0.0027;0.0034;0.0007;0.0001;0.1953;0.1083;0.0007;0.003;0.0;0.0;485;540;19.5
1203;862;585;3.3;1240;0.005;0.0139;0.0058;0.0211;0.0037;0.0001;0.0144;0.0352;0.0332;0.0009;0.0;0.0012;0.0036;0.0011;0.0003;0.0007;0.2066;0.1078;0.0006;0.004;0.0;0.0;420;471;37.0
1205;854;644;2.5;1215;0.0116;0.0127;0.0065;0.0144;0.0023;0.0001;0.0001;0.0246;0.0213;0.0005;0.0001;0.0012;0.003;0.0005;0.0004;0.0001;0.214;0.1656;0.0002;0.0;0.0;0.0;334;450;40.0
1243;868;589;4.0;1250;0.0033;0.0125;0.0079;0.0168;0.005;0.0001;0.025;0.0232;0.0208;0.0252;0.0001;0.0021;0.0029;0.0015;0.0004;0.0001;0.2704;0.1332;0.0007;0.004;0.0;0.0;556;557;22.0
1217;831;546;3.0;1080;0.0032;0.0101;0.007;0.202;0.1334;0.0005;0.0088;0.0439;0.0423;0.0014;0.0002;0.0017;0.0025;0.0022;0.0003;0.0001;0.4445;0.189;0.0007;0.004;0.002;0.0;585;644;18.0
1249;839;549;3.0;1180;0.0086;0.2908;0.0775;0.3246;0.0005;0.0016;0.0004;0.026;0.0242;0.0017;0.0003;0.0026;0.0028;0.0012;0.001;0.0002;0.26;0.16;0.0001;0.0;0.0;0.0;421;524;36.0
1199;890;517;3.5;850;0.0133;0.0112;0.0095;0.0131;0.0011;0.0001;0.0001;0.02;0.0173;0.0001;0.0;0.0009;0.0022;0.0;0.0001;0.0001;0.08;0.06;0.0016;0.0;0.0;0.0;281;360;51.0
1222;843;543;6.0;1410;0.0039;0.2589;0.0828;0.4754;0.001;0.0018;0.0003;0.0255;0.0208;0.0037;0.0002;0.0022;0.0023;0.002;0.0017;0.0001;0.2773;0.1617;0.0003;0.0;0.0;0.0;409;506;33.0
1214;863;616;2.0;920;0.0105;0.0152;0.0076;0.0152;0.0031;0.0007;0.001;0.0456;0.0444;0.0002;0.0016;0.0013;0.0033;0.0007;0.0003;0.0001;0.0755;0.0609;0.0004;0.001;0.002;0.0;278;342;42.0
